NAME,PLATFORM,YEAR,GENRE,PUBLISHER,NA_PERCENT,EU_PERCENT,JP_PERCENT,OTHER_PERCENT
NBA ShootOut 2001,PS,2000.0,Sports,Sony Computer Entertainment,55.56,37.04,0.0,7.41
Knockout Kings 2002,XB,2002.0,Sports,Electronic Arts,74.07,22.22,0.0,3.7
Wipeout 2,DS,2011.0,Misc,Activision,92.59,0.0,0.0,7.41
Payday 2,PS4,2015.0,Shooter,505 Games,33.33,51.85,0.0,14.81
Ultimate NES Remix,3DS,2014.0,Action,Unknown,55.56,33.33,0.0,7.41
Megamind: The Blue Defender,DS,2010.0,Adventure,THQ,70.37,18.52,0.0,7.41
NFL Street 3,PSP,2006.0,Sports,Electronic Arts,88.89,0.0,0.0,7.41
Battle Arena Toshinden 3,PS,1996.0,Fighting,Sony Computer Entertainment,22.22,14.81,51.85,7.41
Teenage Mutant Ninja Turtles: Danger of the Ooze,PS3,2014.0,Adventure,Activision,40.74,40.74,0.0,18.52
Jade Cocoon: Story of the Tamamayu,PS,1998.0,Role-Playing,Crave Entertainment,55.56,37.04,0.0,7.41
Super Nazo Puyo: Ruruu no Ruu,SNES,1995.0,Puzzle,Banpresto,0.0,0.0,100.0,0.0
Cabela's Big Game Hunter 2010,X360,2009.0,Sports,Activision Value,92.59,0.0,0.0,7.41
InuYasha: Feudal Combat,PS2,2005.0,Fighting,Namco Bandai Games,48.15,37.04,0.0,11.11
Duel Masters,PS2,2004.0,Strategy,Atari,48.15,37.04,0.0,11.11
Ninja Gaiden Sigma,PSV,2012.0,Action,Tecmo Koei,48.15,22.22,14.81,14.81
Super Collapse! 3,DS,2007.0,Puzzle,Mumbo Jumbo,92.59,0.0,0.0,7.41
Superman Returns,X360,2006.0,Action,Electronic Arts,85.19,7.41,0.0,7.41
The Dog Island,PS2,2007.0,Adventure,Ubisoft,48.15,37.04,0.0,11.11
My Virtual Tutor: Reading Adventure Kindergarten to First,DS,2009.0,Misc,Mentor Interactive,92.59,0.0,0.0,7.41
Dynasty Warriors Next,PSV,2011.0,Action,Tecmo Koei,22.22,25.93,40.74,11.11
Major League Baseball 2K9,Wii,2009.0,Sports,Take-Two Interactive,92.59,0.0,0.0,7.41
Jikkyou Powerful Pro Yakyuu 2010,PS3,2010.0,Sports,Konami Digital Entertainment,0.0,0.0,100.0,0.0
Operation Armored Liberty,GBA,2003.0,Action,Majesco Entertainment,70.37,25.93,0.0,0.0
Rory McIlroy PGA Tour,XOne,2015.0,Action,Electronic Arts,55.56,33.33,0.0,7.41
Dynasty Warriors 7: Xtreme Legends,PS3,2011.0,Action,Tecmo Koei,14.81,18.52,59.26,7.41
Summer Sports 2: Island Sports Party,Wii,2008.0,Sports,Ubisoft,88.89,0.0,0.0,7.41
Imagine: Fashion Party,Wii,2009.0,Simulation,Ubisoft,92.59,0.0,0.0,7.41
Fish Tycoon,DS,2007.0,Simulation,Majesco Entertainment,88.89,0.0,0.0,7.41
Scene It? Twilight,Wii,2009.0,Misc,Konami Digital Entertainment,59.26,29.63,0.0,7.41
And1 Streetball,PS2,2006.0,Action,Ubisoft,48.15,37.04,0.0,11.11
Don King Boxing,Wii,2009.0,Sports,Take-Two Interactive,51.85,37.04,0.0,11.11
Atelier Ayesha: The Alchemist of Dusk,PS3,2012.0,Role-Playing,Tecmo Koei,22.22,14.81,51.85,7.41
Angry Birds Trilogy,X360,2012.0,Action,Activision,66.67,22.22,0.0,7.41
Dragon Ball Z: Tenkaichi Tag Team,PSP,2010.0,Fighting,Namco Bandai Games,40.74,14.81,33.33,11.11
Sonic X: Game Boy Advance Video Volume 1,GBA,2004.0,Misc,N/A,70.37,25.93,0.0,0.0
ESPN NBA Basketball,XB,2003.0,Sports,Sega,74.07,22.22,0.0,3.7
Gallop Racer 2: One and Only Road to Victory,PS,1997.0,Sports,Tecmo Koei,0.0,0.0,92.59,7.41
NBA 07,PS3,2006.0,Sports,Sony Computer Entertainment,92.31,0.0,3.85,7.69
Lowrider,PS2,2002.0,Misc,Pacific Century Cyber Works,42.31,34.62,11.54,11.54
Reload: Target Down,Wii,2010.0,Shooter,Mastiff,96.15,0.0,0.0,7.69
All-Pro Football 2K8,X360,2007.0,Sports,Take-Two Interactive,92.31,0.0,0.0,7.69
Dungeons & Dragons: Eye of the Beholder,GBA,2002.0,Role-Playing,Atari,73.08,26.92,0.0,0.0
The Crew,X360,2014.0,Racing,Ubisoft,23.08,69.23,0.0,7.69
"Barbie: Jet, Set & Style!",Wii,2011.0,Misc,THQ,88.46,3.85,0.0,7.69
Battlestations: Midway,X360,2007.0,Strategy,Eidos Interactive,80.77,7.69,0.0,7.69
Rayman DS,DS,2005.0,Platform,Ubisoft,80.77,15.38,0.0,7.69
Gundam Breaker,PS3,2013.0,Action,Namco Bandai Games,0.0,0.0,100.0,0.0
The House of the Dead 2,DC,1998.0,Shooter,Sega,0.0,0.0,100.0,0.0
Create,Wii,2010.0,Action,Electronic Arts,84.62,11.54,0.0,7.69
A.C.E.: Another Century's Episode R,PS3,2010.0,Simulation,Namco Bandai Games,0.0,0.0,100.0,0.0
Littlest Pet Shop: Friends,Wii,2009.0,Simulation,Electronic Arts,84.62,7.69,0.0,7.69
Rune: Viking Warlord,PS2,2001.0,Action,Take-Two Interactive,50.0,38.46,0.0,11.54
Panzer Dragoon Orta,XB,2002.0,Shooter,Sega,61.54,19.23,15.38,3.85
Jikkyou Powerful Pro Yakyuu '99 Ketteiban,PS,1999.0,Sports,Konami Digital Entertainment,0.0,0.0,96.15,7.69
Dragon Age Origins: Awakening,PS3,2010.0,Role-Playing,Spike,92.31,0.0,0.0,7.69
King's Field II,PS,1996.0,Role-Playing,From Software,30.77,23.08,42.31,7.69
Danganronpa 2: Goodbye Despair,PSV,2014.0,Misc,Nippon Ichi Software,50.0,26.92,0.0,23.08
Aikatsu! 2-nin no My Princess,3DS,2013.0,Action,Namco Bandai Games,0.0,0.0,100.0,0.0
Beyblade: Metal Fusion,DS,2009.0,Role-Playing,Hudson Soft,30.77,11.54,53.85,3.85
NCAA Gamebreaker,PS,1996.0,Sports,Sony Computer Entertainment,57.69,38.46,0.0,7.69
Petz: Horsez 2,PS2,2007.0,Simulation,Ubisoft,50.0,38.46,0.0,11.54
NPPL: Championship Paintball 2009,PS2,2008.0,Shooter,Activision Value,50.0,38.46,0.0,11.54
Skylanders: SuperChargers,Wii,2015.0,Action,Activision,19.23,73.08,0.0,7.69
Zoo Tycoon 2: Ultimate Collection,PC,2008.0,Strategy,Microsoft Game Studios,15.38,69.23,0.0,15.38
Tomba!,PS,1997.0,Platform,Sony Computer Entertainment,57.69,38.46,0.0,7.69
Love Plus,DS,2009.0,Simulation,Konami Digital Entertainment,0.0,0.0,100.0,0.0
Tales of Innocence,DS,2007.0,Role-Playing,Namco Bandai Games,0.0,0.0,100.0,0.0
MLB SlugFest 2006,PS2,2006.0,Sports,Midway Games,50.0,38.46,0.0,11.54
J Stars Victory Vs.,PSV,2014.0,Fighting,Namco Bandai Games,0.0,26.92,65.38,7.69
Rugrats: I Gotta Go Party,GBA,2002.0,Action,THQ,73.08,26.92,0.0,0.0
Virtua Racing,GEN,1994.0,Racing,Sega,0.0,0.0,100.0,0.0
Crash Tag Team Racing,PSP,2005.0,Racing,Vivendi Games,61.54,23.08,0.0,15.38
Prison Break: The Conspiracy,PS3,2010.0,Action,Deep Silver,19.23,61.54,0.0,19.23
Bolt,PS2,2008.0,Adventure,Disney Interactive Studios,34.62,7.69,0.0,61.54
DS Bungaku Zenshuu,DS,2007.0,Misc,Nintendo,0.0,0.0,100.0,0.0
We Cheer 2,Wii,2009.0,Simulation,Namco Bandai Games,92.31,0.0,0.0,7.69
Nancy Drew: The Mystery of the Clue Bender Society,DS,2008.0,Adventure,Codemasters,92.31,0.0,0.0,7.69
Inazuma Eleven GO 3: Galaxy,3DS,2013.0,Sports,Level 5,0.0,0.0,100.0,0.0
Ford Racing 3,PS2,2004.0,Racing,Take-Two Interactive,50.0,38.46,0.0,11.54
Michael Jackson: The Experience,DS,2010.0,Misc,Ubisoft,84.62,11.54,0.0,7.69
Phantasy Star Universe: Ambition of the Illuminus,PS2,2007.0,Role-Playing,Sega,38.46,30.77,19.23,11.54
Project Runway,Wii,2010.0,Simulation,Atari,92.31,0.0,0.0,7.69
Jikkyou Powerful Pro Yakyuu 2013,PS3,2013.0,Sports,Konami Digital Entertainment,0.0,0.0,100.0,0.0
The Adventures of Jimmy Neutron Boy Genius vs. Jimmy Negatron,GBA,2002.0,Action,THQ,73.08,26.92,0.0,0.0
Sengoku Basara 2,PS2,2006.0,Action,Capcom,0.0,0.0,100.0,0.0
Naruto: Ultimate Ninja Heroes,PSP,2006.0,Fighting,Namco Bandai Games,100.0,0.0,0.0,0.0
Inazuma Eleven Strikers,Wii,2011.0,Role-Playing,Nintendo,0.0,3.85,96.15,0.0
Hey Arnold! The Movie,GBA,2002.0,Platform,THQ,73.08,26.92,0.0,0.0
Final Fantasy V Advance,GBA,2006.0,Role-Playing,Nintendo,0.0,0.0,100.0,3.85
Need for Speed: Most Wanted,GBA,2005.0,Racing,Electronic Arts,73.08,26.92,0.0,0.0
Lumines: Electronic Symphony,PSV,2012.0,Misc,Ubisoft,42.31,38.46,3.85,19.23
Star Trek: Invasion,PS,2000.0,Simulation,Activision,57.69,38.46,0.0,7.69
Final Fantasy Crystal Chronicles: Echoes of Time,Wii,2009.0,Role-Playing,Square Enix,50.0,23.08,19.23,7.69
Jonah Lomu Rugby Challenge,PS3,,Sports,Home Entertainment Suppliers,0.0,76.92,0.0,23.08
Babysitting Mania,DS,2008.0,Simulation,Majesco Entertainment,92.31,0.0,0.0,7.69
Star Wars: Bounty Hunter,GC,2002.0,Shooter,LucasArts,76.92,19.23,0.0,3.85
Tom and Jerry in War of the Whiskers,PS2,2002.0,Fighting,Ubisoft,50.0,38.46,0.0,11.54
Ace Attorney Investigations 2,DS,2011.0,Adventure,Capcom,0.0,0.0,100.0,0.0
Minute to Win It,Wii,2010.0,Misc,Zoo Games,96.15,0.0,0.0,7.69
Smart Girl's Playhouse,DS,2007.0,Misc,505 Games,92.31,0.0,0.0,7.69
Racquet Sports,Wii,2010.0,Sports,Ubisoft,53.85,34.62,0.0,7.69
TouchMaster 3(Others sales),DS,2009.0,Puzzle,Warner Bros. Interactive Entertainment,0.0,92.31,0.0,7.69
The Elder Scrolls IV: Oblivion,PC,2006.0,Role-Playing,Take-Two Interactive,3.85,76.92,0.0,19.23
Jikkyou Powerful Pro Yakyuu 2011,PS3,2011.0,Sports,Konami Digital Entertainment,0.0,0.0,100.0,0.0
Madden NFL 2005,DS,2004.0,Sports,Electronic Arts,92.31,0.0,0.0,7.69
Skylanders: Trap Team,3DS,2014.0,Action,Activision,53.85,38.46,0.0,7.69
Yu-Gi-Oh! Ultimate Masters: World Championship Tournament 2006,GBA,2006.0,Misc,Konami Digital Entertainment,53.85,19.23,26.92,3.85
Power Pro Kun Pocket 5,GBA,2003.0,Sports,Konami Digital Entertainment,0.0,0.0,96.15,3.85
Konjiki no Gashbell!! Makai no Bookmark,GBA,2004.0,Adventure,Banpresto,0.0,0.0,96.15,3.85
Plants vs. Zombies,X360,2010.0,Strategy,PopCap Games,92.31,0.0,0.0,7.69
Riding Spirits,PS2,2002.0,Racing,BAM! Entertainment,50.0,38.46,0.0,11.54
Disney Sing It: Pop Hits,PS3,2009.0,Misc,Disney Interactive Studios,65.38,19.23,0.0,11.54
Indiana Jones and the Staff of Kings,DS,2009.0,Action,Activision,65.38,26.92,0.0,7.69
Etrian Odyssey Untold: The Millennium Girl,3DS,2013.0,Role-Playing,Atlus,38.46,3.85,53.85,3.85
Bust A Groove 2,PS,1999.0,Misc,Enix Corporation,15.38,11.54,69.23,7.69
Hatsune Miku: Project Diva,PSP,2009.0,Misc,Sega,0.0,0.0,100.0,0.0
Juiced 2: Hot Import Nights,PS3,2007.0,Racing,THQ,69.23,15.38,3.85,11.54
Gundam Battle Universe,PSP,2008.0,Fighting,Namco Bandai Games,0.0,0.0,100.0,0.0
Sengoku Basara: Battle Heroes,PSP,2009.0,Action,Capcom,0.0,0.0,100.0,0.0
Nightmare Creatures,N64,1996.0,Action,Activision,80.77,19.23,0.0,0.0
Star Wars Episode I: Battle for Naboo,N64,2000.0,Simulation,LucasArts,80.77,19.23,0.0,0.0
Duke Nukem: Zero Hour,N64,1999.0,Shooter,GT Interactive,80.77,19.23,0.0,0.0
Armorines: Project S.W.A.R.M.,N64,1999.0,Shooter,Acclaim Entertainment,80.77,19.23,0.0,0.0
NCAA March Madness 08,PS2,2007.0,Sports,Electronic Arts,50.0,38.46,0.0,11.54
Armored Core: Nexus,PS2,2004.0,Simulation,Indie Games,23.08,19.23,53.85,7.69
Evolution Skateboarding,PS2,2002.0,Sports,Konami Digital Entertainment,50.0,38.46,0.0,11.54
Dora the Explorer: The Search for Pirate Pig's Treasure,GBA,2002.0,Adventure,NewKidCo,73.08,26.92,0.0,0.0
Muramasa: The Demon Blade,PSV,2013.0,Role-Playing,Marvelous Entertainment,50.0,0.0,38.46,11.54
Yakuza: Ishin,PS3,2014.0,Action,Sega,0.0,0.0,100.0,0.0
Indiana Jones and the Staff of Kings,PSP,2009.0,Action,Activision,42.31,38.46,0.0,23.08
Tony Hawk: Shred,X360,2010.0,Sports,Activision,65.38,26.92,0.0,7.69
Outlaw Volleyball,XB,2003.0,Sports,TDK Mediactive,73.08,23.08,0.0,3.85
Batman: Vengeance,GC,2001.0,Adventure,Ubisoft,76.92,19.23,0.0,3.85
The Amazing Spider-Man 2 (2014),X360,2014.0,Action,Activision,38.46,53.85,0.0,7.69
RealSports Football,2600,1981.0,Sports,Atari,92.31,3.85,0.0,0.0
Tiger Woods PGA Tour 10,PS2,2009.0,Sports,Electronic Arts,46.15,3.85,0.0,50.0
SD Gundam G Generation: Cross Drive,DS,2007.0,Strategy,Namco Bandai Games,0.0,0.0,100.0,0.0
Tom Clancy's Splinter Cell: Double Agent,PS3,2007.0,Action,Ubisoft,76.92,11.54,0.0,11.54
Monsters vs. Aliens,Wii,2009.0,Action,Activision,53.85,34.62,0.0,11.54
Dungeons & Dragons Heroes,XB,2003.0,Role-Playing,Atari,73.08,23.08,0.0,3.85
The Testament of Sherlock Holmes,PS3,2012.0,Adventure,Focus Home Interactive,19.23,57.69,0.0,23.08
Game of Thrones,X360,2012.0,Role-Playing,Focus Home Interactive,57.69,30.77,0.0,7.69
Loving Life with Hello Kitty & Friends,DS,2011.0,Misc,Rising Star Games,57.69,30.77,0.0,7.69
McGrath Vs. Pastrana Freestyle Motocross,PS,2000.0,Racing,Acclaim Entertainment,53.85,38.46,0.0,7.69
Legaia 2: Duel Saga,PS2,2001.0,Role-Playing,Eidos Interactive,50.0,38.46,0.0,11.54
Crash Nitro Kart,GC,2003.0,Racing,Vivendi Games,76.92,19.23,0.0,3.85
Karaoke Joysound Wii,Wii,2008.0,Misc,Hudson Soft,3.85,0.0,96.15,0.0
MLB 09: The Show,PSP,2009.0,Sports,Sony Computer Entertainment,92.31,0.0,0.0,7.69
Polarium,DS,2004.0,Puzzle,Nintendo,50.0,3.85,42.31,3.85
Samurai Warriors 4,PS3,2014.0,Action,Tecmo Koei,0.0,0.0,100.0,0.0
F1 2014,X360,2014.0,Racing,Codemasters,30.77,57.69,0.0,7.69
Classic NES Series: Bomberman,GBA,2004.0,Action,Nintendo,38.46,15.38,42.31,3.85
Avatar: The Last Airbender - The Burning Earth,Wii,2007.0,Action,THQ,92.31,0.0,0.0,7.69
Peter Jackson's King Kong: The Official Game of the Movie,X360,2005.0,Action,Ubisoft,76.92,11.54,0.0,7.69
Bratz Ponyz 2,DS,2008.0,Adventure,Game Factory,92.31,0.0,0.0,7.69
A.C.E.: Another Century's Episode,PS2,2005.0,Simulation,Banpresto,0.0,0.0,100.0,0.0
Frogger's Journey: The Forgotten Relic,GBA,2003.0,Action,Konami Digital Entertainment,69.23,26.92,0.0,0.0
X-Men vs. Street Fighter,SAT,1997.0,Fighting,Capcom,0.0,0.0,100.0,0.0
Army of Two: The Devil's Cartel,X360,2013.0,Shooter,Electronic Arts,61.54,26.92,0.0,7.69
Dora the Explorer: Game Boy Advance Video Volume 1,GBA,2004.0,Misc,N/A,69.23,26.92,0.0,0.0
Oddworld: Stranger's Wrath,XB,2005.0,Adventure,Electronic Arts,73.08,23.08,0.0,3.85
Sega Rally Revo,PSP,2007.0,Racing,Sega,11.54,57.69,0.0,30.77
King of Fighters: Maximum Impact,PS2,2004.0,Fighting,Ignition Entertainment,50.0,38.46,0.0,11.54
Marvel Super Heroes vs. Street Fighter,PS,1998.0,Fighting,Virgin Interactive,53.85,38.46,0.0,7.69
Legendary,X360,2008.0,Shooter,Atari,30.77,57.69,0.0,11.54
J-League Pro Soccer Club wo Tsukurou!,SAT,1996.0,Sports,Sega,0.0,0.0,100.0,0.0
Daisy Fuentes Pilates,Wii,2009.0,Sports,505 Games,65.38,23.08,0.0,7.69
Star Trek: The Game,PS3,2013.0,Action,Namco Bandai Games,38.46,42.31,0.0,19.23
Drakan: The Ancients' Gates,PS2,2002.0,Adventure,Sony Computer Entertainment,50.0,38.46,0.0,11.54
Dead or Alive Xtreme 2,X360,2006.0,Sports,Tecmo Koei,57.69,11.54,23.08,7.69
Petz: Crazy Monkeyz,Wii,2008.0,Simulation,Ubisoft,88.46,0.0,0.0,7.69
"SpongeBob SquarePants: Lights, Camera, Pants!",XB,2005.0,Misc,THQ,73.08,23.08,0.0,3.85
Choro Q3,PS,1998.0,Racing,Takara,0.0,0.0,92.31,7.69
Tokyo Jungle,PS3,2012.0,Action,Sony Computer Entertainment,0.0,0.0,100.0,0.0
Hunted: The Demon's Forge,PS3,2011.0,Action,Bethesda Softworks,46.15,30.77,7.69,15.38
Lemony Snicket's A Series of Unfortunate Events,GC,2004.0,Platform,Activision,76.92,19.23,0.0,3.85
Pirates of the Caribbean: Dead Man's Chest,DS,2006.0,Adventure,Disney Interactive Studios,88.46,3.85,0.0,7.69
Bionicle: Matoran Adventures,GBA,2002.0,Platform,Electronic Arts,69.23,26.92,0.0,0.0
Armored Core: Master of Arena,PS,1999.0,Simulation,From Software,26.92,19.23,50.0,7.69
Fire Emblem: Thracia 776,SNES,1999.0,Strategy,Nintendo,0.0,0.0,100.0,0.0
Desert Falcon,2600,1987.0,Shooter,Atari,92.31,3.85,0.0,0.0
NASCAR 09,PS3,2008.0,Racing,Electronic Arts,84.62,3.85,0.0,7.69
Tengai Makyou: Daishi no Mokushiroku - The Apocalypse IV,SAT,1997.0,Role-Playing,Hudson Soft,0.0,0.0,100.0,0.0
A.C.E.: Another Century's Episode 3: The Final,PS2,2007.0,Simulation,Banpresto,0.0,0.0,100.0,0.0
ATV: Quad Power Racing,GBA,2002.0,Racing,Liquid Games,69.23,26.92,0.0,0.0
Mario & Sonic at the Rio 2016 Olympic Games,WiiU,2016.0,Action,Nintendo,11.54,42.31,38.46,3.85
The Backyardigans,DS,2009.0,Adventure,Take-Two Interactive,92.31,0.0,0.0,7.69
Backyard NFL Football,GC,2002.0,Sports,Infogrames,76.92,19.23,0.0,3.85
All-Star Baseball 2003,XB,2002.0,Sports,Acclaim Entertainment,73.08,23.08,0.0,3.85
Silent Hunter 5: Battle of the Atlantic,PC,2010.0,Simulation,Ubisoft,0.0,80.77,0.0,19.23
MTX Mototrax,PS2,2004.0,Racing,Activision,50.0,38.46,0.0,11.54
Tomb Raider: Underworld (Others sales),PS2,2009.0,Adventure,Eidos Interactive,0.0,80.77,0.0,15.38
NHL Rock the Rink,PS,1999.0,Sports,Electronic Arts,53.85,38.46,0.0,7.69
LEGO Star Wars III: The Clone Wars,PC,2011.0,Action,LucasArts,38.46,50.0,0.0,11.54
NBA ShootOut 2004,PS2,2003.0,Sports,Sony Computer Entertainment,50.0,38.46,0.0,11.54
TOCA Race Driver 2: Ultimate Racing Simulator,PSP,2005.0,Racing,Codemasters,0.0,96.15,0.0,0.0
Super Robot Taisen R,GBA,2002.0,Strategy,Banpresto,0.0,0.0,96.15,3.85
Castlevania: Harmony of Dissonance,GBA,2002.0,Platform,Konami Digital Entertainment,61.54,23.08,15.38,0.0
Metroid Prime Pinball,DS,2005.0,Misc,Nintendo,80.77,0.0,7.69,7.69
Formula One 2001,PS2,2001.0,Racing,Sony Computer Entertainment,50.0,38.46,0.0,11.54
Nickelodeon Dance,Wii,2011.0,Misc,Take-Two Interactive,88.46,3.85,0.0,7.69
Doukyuusei if,SAT,1996.0,Role-Playing,NEC,0.0,0.0,100.0,0.0
Baldur's Gate: Dark Alliance II,XB,2004.0,Role-Playing,Acclaim Entertainment,73.08,23.08,0.0,3.85
MVP Baseball 2004,GC,2004.0,Sports,Electronic Arts,76.92,19.23,0.0,3.85
Super Street Fighter II: Turbo Revival,GBA,2001.0,Fighting,Ubisoft,72.0,28.0,0.0,0.0
Secret Weapons Over Normandy,XB,2003.0,Simulation,LucasArts,76.0,20.0,0.0,4.0
Combination Pro Soccer: J-League no Kantoku ni Natte Sekai wo Mezase!!,PS,1998.0,Sports,Axela,0.0,0.0,96.0,8.0
NHL 08,PS3,2007.0,Action,Electronic Arts,64.0,24.0,0.0,12.0
Kidou Senshi Gundam: Giren no Yabou,SAT,1998.0,Strategy,Namco Bandai Games,0.0,0.0,100.0,0.0
Imagine: Ballet Star,DS,2008.0,Simulation,Ubisoft,92.0,4.0,0.0,8.0
Teen Titans,PS2,2006.0,Action,THQ,48.0,40.0,0.0,12.0
Percy Jackson and the Olympians: The Lightning Thief,DS,2010.0,Role-Playing,Activision,88.0,4.0,0.0,8.0
Spelling Challenges and more!,PSP,2007.0,Misc,Crave Entertainment,96.0,0.0,0.0,8.0
Crusaders of Might and Magic,PS,1999.0,Role-Playing,3DO,56.0,40.0,0.0,8.0
Journey,PS3,2012.0,Adventure,Sony Computer Entertainment Europe,16.0,60.0,0.0,24.0
Tearaway Unfolded,PS4,2015.0,Platform,Sony Computer Entertainment,36.0,48.0,0.0,16.0
Star Wars The Clone Wars: Republic Heroes,PS2,2009.0,Action,LucasArts,68.0,4.0,0.0,32.0
Bomberman Generation,GC,2002.0,Adventure,Vivendi Games,60.0,16.0,24.0,4.0
NASCAR 09,X360,2008.0,Racing,Electronic Arts,92.0,0.0,0.0,8.0
Surfing H3O,PS2,2000.0,Sports,Take-Two Interactive,48.0,40.0,0.0,12.0
Romance of the Three Kingdoms II,SNES,1991.0,Strategy,Tecmo Koei,0.0,0.0,100.0,0.0
The Chronicles of Riddick: Assault on Dark Athena,PS3,2009.0,Shooter,Vivendi Games,48.0,40.0,0.0,16.0
Resident Evil Archives: Resident Evil Zero,Wii,2008.0,Action,Capcom,56.0,16.0,24.0,8.0
Zoo Resort 3D,3DS,2011.0,Simulation,Ubisoft,44.0,36.0,12.0,8.0
Ice Age 2: The Meltdown,GBA,2006.0,Platform,Vivendi Games,72.0,28.0,0.0,0.0
The Suite Life of Zack & Cody: Tipton Trouble,DS,2006.0,Action,Disney Interactive Studios,92.0,0.0,0.0,8.0
World Series of Poker,XB,2005.0,Misc,Activision,76.0,20.0,0.0,4.0
Hatsune Miku: Project Diva F 2nd,PS3,2014.0,Misc,Sega,36.0,16.0,40.0,12.0
Galactic Attack,SAT,1994.0,Shooter,Acclaim Entertainment,0.0,0.0,100.0,0.0
Power Pro Kun Pocket 2,GB,2000.0,Sports,Konami Digital Entertainment,0.0,0.0,100.0,0.0
Game of Thrones,PS3,2012.0,Role-Playing,Focus Home Interactive,40.0,44.0,0.0,16.0
Happy Feet,GC,2006.0,Action,Midway Games,80.0,20.0,0.0,4.0
Walt Disney's The Jungle Book: Rhythm N'Groove,PS2,2003.0,Misc,Disney Interactive Studios,48.0,40.0,0.0,12.0
Triple Play 2002,XB,2002.0,Sports,Electronic Arts,76.0,20.0,0.0,4.0
Scrabble,DS,2009.0,Misc,Ubisoft,84.0,8.0,0.0,12.0
Evil Zone,PS,1998.0,Fighting,Titus,56.0,40.0,0.0,8.0
Spy Kids Challenger,GBA,2002.0,Platform,Disney Interactive Studios,72.0,28.0,0.0,0.0
K-ON! Houkago Live!!,PSP,2010.0,Misc,Sega,0.0,0.0,100.0,0.0
A. IV Evolution: A Ressha de Ikou 4,PS,1994.0,Strategy,ArtDink,0.0,0.0,96.0,8.0
Exhibition,XB,2001.0,Misc,Microsoft Game Studios,76.0,20.0,0.0,4.0
Scrabble,PS,1999.0,Misc,Ubisoft,56.0,40.0,0.0,8.0
Tony Hawk's Proving Ground,Wii,2007.0,Sports,Activision,88.0,4.0,0.0,8.0
Amped 2,XB,2003.0,Sports,Microsoft Game Studios,80.0,16.0,0.0,4.0
Blaster Master: Blasting Again,PS,2000.0,Shooter,Sunsoft,56.0,40.0,0.0,8.0
College Hoops 2K6,PS2,,Sports,Unknown,48.0,40.0,0.0,12.0
Cartoon Network Collection: Game Boy Advance Video Volume 1,GBA,2004.0,Misc,N/A,72.0,28.0,0.0,0.0
Cars,X360,2006.0,Racing,THQ,88.0,8.0,0.0,8.0
Family Guy: Back to the Multiverse,X360,2012.0,Action,Activision,56.0,36.0,0.0,8.0
Kung Fu Panda 2,X360,2011.0,Action,THQ,64.0,28.0,0.0,8.0
Up,PS3,2009.0,Action,THQ,60.0,28.0,0.0,12.0
Birds of Steel,PS3,2012.0,Simulation,Konami Digital Entertainment,40.0,36.0,8.0,16.0
Madagascar: Escape 2 Africa,X360,2008.0,Action,Activision,48.0,40.0,0.0,12.0
WipEout XL,PS,1996.0,Racing,Psygnosis,56.0,40.0,0.0,8.0
Animal Paradise,DS,2007.0,Simulation,Empire Interactive,36.0,56.0,0.0,8.0
The Powerpuff Girls: Chemical X-Traction,PS,2001.0,Action,BAM! Entertainment,56.0,40.0,0.0,8.0
NHL 08,X360,2007.0,Action,Electronic Arts,88.0,4.0,0.0,8.0
Dynasty Warriors 6 (JP sales),PS2,2008.0,Action,Tecmo Koei,0.0,0.0,100.0,0.0
Just Dance Kids 2,PS3,2011.0,Misc,Ubisoft,40.0,40.0,0.0,16.0
FIFA 14,3DS,2013.0,Sports,Electronic Arts,0.0,92.0,0.0,12.0
Men of Valor,XB,2004.0,Shooter,Vivendi Games,76.0,20.0,0.0,4.0
Bomberman Tournament,GBA,2001.0,Puzzle,Activision,40.0,16.0,40.0,4.0
Medal of Honor European Assault,GC,2005.0,Shooter,Electronic Arts,76.0,20.0,0.0,4.0
Spider-Man: Web of Shadows,Wii,2008.0,Action,Activision,88.0,4.0,0.0,8.0
Billy Hatcher and the Giant Egg,GC,2003.0,Platform,Sega,76.0,20.0,0.0,4.0
Midway's Greatest Arcade Hits,GBA,2001.0,Misc,Midway Games,72.0,28.0,0.0,0.0
SpongeBob's Truth or Square (US sales),X360,2009.0,Action,THQ,100.0,0.0,0.0,0.0
Final Fantasy II,WS,2001.0,Role-Playing,SquareSoft,0.0,0.0,100.0,0.0
WipEout Fusion,PS2,2002.0,Racing,Sony Computer Entertainment,48.0,40.0,0.0,12.0
Spider-Man: Edge of Time,X360,2011.0,Action,Activision,72.0,20.0,0.0,8.0
UEFA Euro 2008 Austria-Switzerland,PSP,2008.0,Sports,Electronic Arts,24.0,52.0,0.0,24.0
Marie no Atelier: Salburg no Renkinjutsushi,PS,1997.0,Role-Playing,Gust,0.0,0.0,92.0,8.0
The Outfit,X360,2006.0,Action,THQ,84.0,8.0,0.0,8.0
Golden Nugget Casino,GBA,2004.0,Misc,Majesco Entertainment,72.0,28.0,0.0,0.0
NHL 06,XB,2005.0,Sports,Electronic Arts,76.0,20.0,0.0,4.0
Atari Anthology,XB,2004.0,Misc,Atari,76.0,20.0,0.0,4.0
Ultimate Fighting Championship,PS,2000.0,Fighting,Ubisoft,56.0,36.0,0.0,8.0
